Product Name,Price,Rating,Reviews,Supported Apps,Operating System,Resolution,Sound System
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
SAMSUNG Crystal Vision 4K iSmart with Voice Assistant 108 cm (43 inch) Ultra HD (4K) LED Smart Tizen T...,"29,999",4.3,"45,698 Ratings&3,497 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
TCL V6B 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio and Metallic Bezel-Les...,"29,990",4.1,"37,239 Ratings&3,047 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Warranty on Product
Hisense E68N 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision Atmos Far Field Voice Co...,"35,999",4.3,"2,523 Ratings&440 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Acer G plus Series 127 CM (50 inch) Ultra HD (4K) LED Smart Google TV with (black) 2024 Model,"26,999",4,"1,497 Ratings&137 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty On Product
"Hisense 108 cm (43 inch) Full HD LED Smart Google TV with Dolby Audio, 30W Powerful Sound, HDR 10, Sup...","18,999",4.2,"2,357 Ratings&463 Reviews",Operating System: Google TV,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
Admiral 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV,"18,499",4.3,280 Ratings&43 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,3 Years Warranty on product
SAMSUNG New D Series Brighter Crystal 4K Vision Pro (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED ...,"45,990",4.3,"45,698 Ratings&3,497 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
SAMSUNG New D Series Brighter Crystal 4K Vision Pro (2024 Edition) 108 cm (43 inch) Ultra HD (4K) LED ...,"31,990",4.3,"45,698 Ratings&3,497 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
MOTOROLA EnvisionX 127 cm (50 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers,"26,999",4.3,"6,946 Ratings&667 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
TCL V6B 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with 24W Dolby Audio and Metallic Bezel-Les...,"46,990",4.1,"37,239 Ratings&3,047 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Warranty on Product
MOTOROLA EnvisionX 165 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers & Dolb...,"38,499",4.3,"6,946 Ratings&667 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty
"LG UQ7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Mode, AI Sound & Active HDR","36,900",4.4,"18,266 Ratings&2,011 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
SAMSUNG New D Series Brighter Crystal 4K Vivid (2024 Edition) 138 cm (55 inch) Ultra HD (4K) LED Smart...,"44,990",4.3,"16,950 Ratings&1,200 Reviews",Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with with Bezel-Free Design | PurColor | Hyper Rea...,"14,990",4.4,"1,60,971 Ratings&11,606 Reviews",Operating System: Tizen,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Comprehensive Warranty on Product and 1 Year Additional on Panel
Blaupunkt CyberSound G2 Series 100 cm (40 inch) Full HD LED Smart Android TV with Dolby Digital Plus &...,"14,999",4.4,"16,270 Ratings&3,467 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
KODAK 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV with Dolby Atmos | HDR 10 | 40W Sound Output...,"42,990",4.5,"5,124 Ratings&1,075 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Warranty on Product and 6 Months Warranty on Accessories
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Vu GloLED 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with DJ Subwoofer 104W,"36,999",4.4,"18,633 Ratings&3,052 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Domestic Warranty on the Product
"LG 32LQBPTA 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha5 Gen5 AI Processor, ThinQ AI, AI So...","15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV with Alpha5 Gen5 AI Processor | Magic Remote,"15,990",4.4,"5,232 Ratings&510 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
TCL C655 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free...,"40,990",4.2,"1,227 Ratings&117 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty on Product
Acer Super Series 1.387 M (55 inch) QLED Ultra HD (4K) Smart Google TV Android 14 (Black) | MEMC | ALL...,"39,999",4.1,"1,480 Ratings&161 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
Thomson OP MAX 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with HDR10+ and Dolby Digital Plus,"22,999",4.5,"40,507 Ratings&9,599 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product and 6 Months Warranty on Accessories
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"Daiwa 109 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Googlecast, Dolby Audio,Kids and Family ...","17,999",4.1,305 Ratings&78 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
"Acer Advanced I Series 80.01 cm (32 inch) HD Ready LED Smart Google TV with 1.5GB RAM, 16GB Storage, 3...","10,999",4.2,"12,353 Ratings&1,362 Reviews",Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty from the Date of Purchase
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Hisense Q6N 189 cm (75 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision Atmos Far Field Voice Con...,"84,999",4.3,"2,523 Ratings&440 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty
Hisense Q6N 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision Atmos Far Field Voice Con...,"62,999",4.3,"2,523 Ratings&440 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty
Hisense U7N 164 cm (65 inch) Ultra HD (4K) Mini LED Smart VIDAA TV with 336 Full Array Local Dimming Z...,"89,999",4.3,608 Ratings&104 Reviews,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,3 Years Comprehensive Warranty
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
InnoQ Spectra 102 cm (40 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"11,490",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
MOTOROLA EnvisionX 109 cm (43 inch) Full HD LED Smart Google TV with Inbuilt Box Speakers,"19,999",4.2,"8,944 Ratings&856 Reviews",Operating System: Google TV,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Warranty
Sansui 102 cm (40 inch) Full HD LED Smart Google TV with Dolby Audio | Surround Sound | Bezel-Less Des...,"19,489",4.2,"2,704 Ratings&241 Reviews",Operating System: Google TV,Full HD 1920 x 1080 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Panasonic 80 cm (32 inch) HD Ready LED Smart Google TV,"15,490",4.2,"3,075 Ratings&536 Reviews",Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Warranty on Product
TCL S5500AF 79.97 cm (32 inch) Full HD LED Smart Android TV with Metallic Bezel Less and Chromecast bu...,"14,800",4.1,"37,239 Ratings&3,047 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 Year Warranty
Acer G plus Series 127 CM (50 inch) Ultra HD (4K) LED Smart Google TV with (black) 2024 Model,"26,999",4,"1,497 Ratings&137 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty On Product
"Daiwa 80 cm (32 inch) HD Ready LED Smart WebOS TV with Bezelless design, and Dolby Audio","10,999",4.2,"3,487 Ratings&347 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 year Comprehensive Warranty on Product
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
Hisense Q6N 126 cm (50 inch) QLED Ultra HD (4K) Smart Google TV Dolby Vision Atmos Far Field Voice Con...,"33,999",4.3,"2,523 Ratings&440 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty
REDMI by Mi Xiaomi 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV with Dolby Audio & DTS: Virtual X,"11,499",4.2,"13,080 Ratings&807 Reviews",Operating System: FireTv OS 7,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
"LG UR7500 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor 4K Gen6, AI Pictu...","30,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
Vu 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV with VuOn 1.5 Processor I Perfect Phone Partner ...,"33,999",4.4,"18,633 Ratings&3,052 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
Vu 126 cm (50 inch) Ultra HD (4K) LED Smart Google TV with VuOn 1.5 Processor I Perfect Phone Partner ...,"29,999",4.4,"18,633 Ratings&3,052 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
MOTOROLA 127 cm (50 inch) Ultra HD (4K) Mini LED Smart Google TV with Edition with Dolby Vision & Dolb...,"37,999",4.3,507 Ratings&71 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Warranty
Sansui 80 cm (32 inch) HD Ready LED Smart Google TV with Dolby Digital | Surround Sound | A+ Panel | H...,"13,499",4.2,"2,704 Ratings&241 Reviews",Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
HUIDI 100 cm (40 inch) Full HD LED Smart Android TV,"11,499",3.9,"2,741 Ratings&242 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,1 Year Warranty on Product
"TOSHIBA M550MP 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV With Full Array Local Dimming, Powe...","57,999",4.3,"6,124 Ratings&992 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
InnoQ Spectra 102 cm (40 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"11,490",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
REDMI M 108 cm (43 inch) Ultra HD (4K) LED Smart FireTv OS 7 TV with 12000+ Apps| Alexa Voice Control|...,"25,999",4.2,"13,080 Ratings&807 Reviews",Operating System: FireTv OS 7,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on Panel)
Panasonic 139 cm (55 inch) Ultra HD (4K) LED Smart Google TV,"42,999",4.3,"8,837 Ratings&1,212 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Warranty on Product
Coocaa Frameless 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV Matte Display,"43,999",4.2,293 Ratings&48 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Domestic Warranty
Coocaa Frameless 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV Matte Display,"22,999",4.2,293 Ratings&48 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,1 Year Domestic Warranty
LG UR75 126 cm (50 inch) Ultra HD (4K) LED Smart WebOS TV 2025 Edition with Alpha5 AI Processor 4K Gen...,"38,990",4.4,"20,210 Ratings&1,530 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,1 Year Warranty from the date of purchase (T&C Apply)
XIAOMI X Pro CineMagiQLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"31,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
Sansui 80 cm (32 inch) HD Ready LED Smart Coolita TV with Dolby Audio | Surround Sound | A+ Panel | 16...,"9,989",4.2,98 Ratings&9 Reviews,Operating System: Coolita,HD Ready 1366 x 768 Pixels,Launch Year: 2024,1 Year Warranty on Product
LG UQ8020 164 cm (65 inch) Ultra HD (4K) LED Smart WebOS TV with ThinQ AI & Magic Remote Control,"66,990",4.5,"3,155 Ratings&382 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 100+ Fr...,"15,990",4.3,"27,667 Ratings&1,736 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Comprehensive Warranty
InnoQ Sounbar 60 cm (24 inch) HD Ready LED Smart Android TV with 30W Front Boom Speakers | 1000+ Smart...,"5,799",4,"5,393 Ratings&616 Reviews",Operating System: Android,HD Ready 1366 x 768 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
"LG UQ8020 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with ThinQ AI, Filmmaker Mode & Magic Remo...","34,950",4.5,"3,155 Ratings&382 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2022,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
TCL C655 164 cm (65 inch) QLED Ultra HD (4K) Smart Google TV T-SCREEN |Dolby Vision-Atmos | Hands-Free...,"64,990",4.2,"1,227 Ratings&117 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty on Product
"TOSHIBA M550MP 139 cm (55 inch) QLED Ultra HD (4K) Smart Google TV With Full Array Local Dimming, Powe...","38,999",4.3,"6,124 Ratings&992 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Comprehensive Warranty
TCL V4C 80.04 cm (32 inch) QLED HD Ready Smart Google TV 2025 Edition 100% Color Volume Plus | 16W Dol...,"12,989",3.6,45 Ratings&3 Reviews,Operating System: Google TV,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1 Year Product Warranty
LG LR57 80 cm (32 inch) HD Ready LED Smart WebOS TV 2025 Edition with | Alpha5 Gen 6 AI Processor | 10...,"14,490",4.4,"68,382 Ratings&5,613 Reviews",Operating System: WebOS,HD Ready 1366 x 768 Pixels,Launch Year: 2025,1-Year Warranty from the date of purchase
"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV with Alpha5 AI Processor Gen5, AI Sound Pr...","32,990",4.4,"4,335 Ratings&327 Reviews",Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,1 Year Standard Warranty on the Product from the Date of Purchase. (T&C Apply)
Infinix Y-Series 102 cm (40 inch) QLED Full HD Smart Linux TV 2025 Edition with wall mount,"13,999",3.9,115 Ratings&14 Reviews,Operating System: Linux,Full HD 1920 x 1080 Pixels,Launch Year: 2025,1 year Domestic Warranty
Mi by Xiaomi X Pro QLED 108 cm (43 inch) QLED Ultra HD (4K) Smart Google TV 4K | Audio |DTS Virtual: X...,"30,999",4.1,771 Ratings&52 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 years comprehensive�warranty�(product + panel)
InnoQ Spectra 108 cm (43 inch) Full HD LED Smart Android TV with 30W Boom Speakers | 1000+ Smart Apps ...,"12,990",4,"5,393 Ratings&616 Reviews",Operating System: Android,Full HD 1920 x 1080 Pixels,Launch Year: 2024,2 Year Warranty (1 Year Standard Warranty + 1 Year additional warranty on purchasefrom 7th Feb'25 to 12th Feb'25 and 22nd Feb'25 to 28th Feb'25)
XIAOMI X Pro CineMagiQLED 165 cm (65 inch) QLED Ultra HD (4K) Smart Google TV 2025 Edition,"64,999",3.3,31 Ratings&1 Reviews,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2025,2 year comprehensive warranty
TOSHIBA C350MP 108 cm (43 inch) Ultra HD (4K) LED Smart Google TV with Dolby Vision and Engine,"23,999",4.3,"6,111 Ratings&1,105 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2023,2 Years Warranty
Acer G plus Series 139 CM (55 inch) Ultra HD (4K) LED Smart Google TV with (black) 2024 Model,"29,999",4,"1,497 Ratings&137 Reviews",Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,Launch Year: 2024,2 Years Comprehensive Warranty On Product
